theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Deprivation (SIMD),Quintile 5,Quintile 2,0.858,0.7959999999999999,0.924,0.18170764379778664,0.19282951727359532
Medicines,I knew enough about possible side effects of my medicines,Deprivation (SIMD),Quintile 5,Quintile 2,1.162,1.095,1.2329999999999999,0.18170764379778664,0.19282951727359532
Medicines,I would know what to do if I had any problems with my medicines,Deprivation (SIMD),Quintile 5,Quintile 2,1.099,1.02,1.1840000000000002,0.18170764379778664,0.19282951727359532
Overall care,I am treated with kindness and understanding,Deprivation (SIMD),Quintile 5,Quintile 2,1.08,1.0090000000000001,1.156,0.18170764379778664,0.19282951727359532
Out of Hours,The time I waited was reasonable,Deprivation (SIMD),Quintile 5,Quintile 2,1.013,0.925,1.111,0.18170764379778664,0.19282951727359532
Out of Hours,I felt that the person had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 2,1.113,1.014,1.222,0.18170764379778664,0.19282951727359532
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Deprivation (SIMD),Quintile 5,Quintile 3,0.93,0.875,0.988,0.23702848820834105,0.19282951727359532
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Deprivation (SIMD),Quintile 5,Quintile 3,1.102,1.03,1.179,0.23702848820834105,0.19282951727359532
At your GP surgery,How clean is your GP surgery or health centre?,Deprivation (SIMD),Quintile 5,Quintile 3,1.214,1.155,1.275,0.23702848820834105,0.19282951727359532
Doctor,I felt that the doctor had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 3,1.043,0.972,1.12,0.23702848820834105,0.19282951727359532
Doctor,I felt confident in the doctor's ability to treat me,Deprivation (SIMD),Quintile 5,Quintile 3,1.018,0.948,1.093,0.23702848820834105,0.19282951727359532
Nurse,I felt that the nurse had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 3,1.088,0.9840000000000001,1.203,0.23702848820834105,0.19282951727359532
Nurse,The nurse was considerate and understanding,Deprivation (SIMD),Quintile 5,Quintile 3,1.071,0.951,1.207,0.23702848820834105,0.19282951727359532
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Deprivation (SIMD),Quintile 5,Quintile 3,1.203,1.0979999999999999,1.317,0.23702848820834105,0.19282951727359532
Nurse,I felt confident in the nurse's ability to treat me,Deprivation (SIMD),Quintile 5,Quintile 3,1.077,0.9690000000000001,1.198,0.23702848820834105,0.19282951727359532
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Deprivation (SIMD),Quintile 5,Quintile 3,0.899,0.8370000000000001,0.9670000000000001,0.23702848820834105,0.19282951727359532
Medicines,I knew enough about possible side effects of my medicines,Deprivation (SIMD),Quintile 5,Quintile 3,1.083,1.024,1.146,0.23702848820834105,0.19282951727359532
Medicines,I would know what to do if I had any problems with my medicines,Deprivation (SIMD),Quintile 5,Quintile 3,1.024,0.953,1.102,0.23702848820834105,0.19282951727359532
Overall care,I am treated with kindness and understanding,Deprivation (SIMD),Quintile 5,Quintile 3,1.0859999999999999,1.016,1.161,0.23702848820834105,0.19282951727359532
Out of Hours,The time I waited was reasonable,Deprivation (SIMD),Quintile 5,Quintile 3,0.993,0.91,1.084,0.23702848820834105,0.19282951727359532
Out of Hours,I felt that the person had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 3,1.015,0.93,1.109,0.23702848820834105,0.19282951727359532
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Deprivation (SIMD),Quintile 5,Quintile 4,0.9740000000000001,0.917,1.033,0.21872101889825446,0.19282951727359532
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Deprivation (SIMD),Quintile 5,Quintile 4,1.082,1.012,1.156,0.21872101889825446,0.19282951727359532
At your GP surgery,How clean is your GP surgery or health centre?,Deprivation (SIMD),Quintile 5,Quintile 4,1.072,1.022,1.123,0.21872101889825446,0.19282951727359532
Doctor,I felt that the doctor had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 4,0.995,0.929,1.067,0.21872101889825446,0.19282951727359532
Doctor,I felt confident in the doctor's ability to treat me,Deprivation (SIMD),Quintile 5,Quintile 4,0.941,0.878,1.008,0.21872101889825446,0.19282951727359532
Nurse,I felt that the nurse had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 4,1.133,1.025,1.252,0.21872101889825446,0.19282951727359532
Nurse,The nurse was considerate and understanding,Deprivation (SIMD),Quintile 5,Quintile 4,1.173,1.041,1.3230000000000002,0.21872101889825446,0.19282951727359532
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Deprivation (SIMD),Quintile 5,Quintile 4,1.181,1.081,1.291,0.21872101889825446,0.19282951727359532
Nurse,I felt confident in the nurse's ability to treat me,Deprivation (SIMD),Quintile 5,Quintile 4,1.161,1.044,1.291,0.21872101889825446,0.19282951727359532
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Deprivation (SIMD),Quintile 5,Quintile 4,0.963,0.895,1.036,0.21872101889825446,0.19282951727359532
Medicines,I knew enough about possible side effects of my medicines,Deprivation (SIMD),Quintile 5,Quintile 4,1.078,1.02,1.14,0.21872101889825446,0.19282951727359532
Medicines,I would know what to do if I had any problems with my medicines,Deprivation (SIMD),Quintile 5,Quintile 4,1.048,0.975,1.127,0.21872101889825446,0.19282951727359532
Overall care,I am treated with kindness and understanding,Deprivation (SIMD),Quintile 5,Quintile 4,1.008,0.945,1.075,0.21872101889825446,0.19282951727359532
Out of Hours,The time I waited was reasonable,Deprivation (SIMD),Quintile 5,Quintile 4,0.919,0.843,1.002,0.21872101889825446,0.19282951727359532
Out of Hours,I felt that the person had all the information needed to treat me,Deprivation (SIMD),Quintile 5,Quintile 4,0.9309999999999999,0.853,1.016,0.21872101889825446,0.19282951727359532
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Urban-Rural,Large urban areas,Other urban areas,0.907,0.789,1.043,0.2350500449958439,0.3845530298346488
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Urban-Rural,Large urban areas,Other urban areas,0.94,0.8029999999999999,1.1,0.2350500449958439,0.3845530298346488
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Urban-Rural,Large urban areas,Other urban areas,0.902,0.7959999999999999,1.022,0.2350500449958439,0.3845530298346488
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Urban-Rural,Large urban areas,Other urban areas,0.934,0.813,1.074,0.2350500449958439,0.3845530298346488
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Urban-Rural,Large urban areas,Other urban areas,0.95,0.8390000000000001,1.0759999999999998,0.2350500449958439,0.3845530298346488
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Urban-Rural,Large urban areas,Other urban areas,0.941,0.841,1.052,0.2350500449958439,0.3845530298346488
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Urban-Rural,Large urban areas,Other urban areas,0.903,0.7979999999999999,1.021,0.2350500449958439,0.3845530298346488
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Urban-Rural,Large urban areas,Other urban areas,0.966,0.884,1.056,0.2350500449958439,0.3845530298346488
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Urban-Rural,Large urban areas,Other urban areas,1.013,0.8690000000000001,1.181,0.2350500449958439,0.3845530298346488
At your GP surgery,How clean is your GP surgery or health centre?,Urban-Rural,Large urban areas,Other urban areas,1.1059999999999999,0.991,1.234,0.2350500449958439,0.3845530298346488
Doctor,I had enough time with the doctor,Urban-Rural,Large urban areas,Other urban areas,1.0490000000000002,0.946,1.163,0.2350500449958439,0.3845530298346488
Nurse,The nurse was considerate and understanding,Urban-Rural,Large urban areas,Other urban areas,0.937,0.818,1.073,0.2350500449958439,0.3845530298346488
Medicines,It was easy enough for me to get my medicines,Urban-Rural,Large urban areas,Other urban areas,0.861,0.746,0.9940000000000001,0.2350500449958439,0.3845530298346488
Medicines,I knew enough about what my medicines were for,Urban-Rural,Large urban areas,Other urban areas,0.843,0.7609999999999999,0.934,0.2350500449958439,0.3845530298346488
Medicines,I would know what to do if I had any problems with my medicines,Urban-Rural,Large urban areas,Other urban areas,1.0190000000000001,0.9420000000000001,1.103,0.2350500449958439,0.3845530298346488
Overall care,I am treated with dignity and respect,Urban-Rural,Large urban areas,Other urban areas,0.904,0.8029999999999999,1.0170000000000001,0.2350500449958439,0.3845530298346488
Overall care,I am treated with kindness and understanding,Urban-Rural,Large urban areas,Other urban areas,0.9329999999999999,0.833,1.044,0.2350500449958439,0.3845530298346488
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Urban-Rural,Large urban areas,Other urban areas,0.915,0.8059999999999999,1.0390000000000001,0.2350500449958439,0.3845530298346488
Out of Hours,I felt I was listened to,Urban-Rural,Large urban areas,Other urban areas,0.973,0.889,1.065,0.2350500449958439,0.3845530298346488
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Urban-Rural,Large urban areas,Other urban areas,0.9620000000000001,0.889,1.041,0.2350500449958439,0.3845530298346488
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Urban-Rural,Large urban areas,Accessible small towns,0.823,0.713,0.95,0.07261848333092898,0.3845530298346488
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Urban-Rural,Large urban areas,Accessible small towns,0.845,0.703,1.0170000000000001,0.07261848333092898,0.3845530298346488
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Urban-Rural,Large urban areas,Accessible small towns,0.865,0.7509999999999999,0.996,0.07261848333092898,0.3845530298346488
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Urban-Rural,Large urban areas,Accessible small towns,0.873,0.7559999999999999,1.0090000000000001,0.07261848333092898,0.3845530298346488
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Urban-Rural,Large urban areas,Accessible small towns,0.8270000000000001,0.725,0.945,0.07261848333092898,0.3845530298346488
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Urban-Rural,Large urban areas,Accessible small towns,0.856,0.762,0.963,0.07261848333092898,0.3845530298346488
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Urban-Rural,Large urban areas,Accessible small towns,0.8590000000000001,0.75,0.983,0.07261848333092898,0.3845530298346488
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Urban-Rural,Large urban areas,Accessible small towns,1.026,0.922,1.141,0.07261848333092898,0.3845530298346488
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Urban-Rural,Large urban areas,Accessible small towns,0.9309999999999999,0.778,1.113,0.07261848333092898,0.3845530298346488
At your GP surgery,How clean is your GP surgery or health centre?,Urban-Rural,Large urban areas,Accessible small towns,1.135,1.012,1.275,0.07261848333092898,0.3845530298346488
